web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620506030-11642,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"Juriquilla, Departamento en Planta Baja en Condominio Privado - Renta","$9,500",2,"1
                                    
                                
                                Baño",89 m²
1620505891-11193,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,Departamento en Privalia ambienta 2 recamaras.,"$7,500",2,"2
                                    
                                
                                Baños",84 m²
1620506023-11594,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,"Departamento de lujo en Renta Juriquilla Towers, Querétaro","$18,500",2,"3
                                    
                                
                                Baños",128 m²
1620505988-11471,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Apartment - Juriquilla,"$23,000",2,"2
                                    
                                
                                Baños",139 m²
1620505346-10479,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,"DEPAS EN RENTA EN CUMBRES DE LAGO JURIQUILLA, QUERÉTARO.","$18,000",2,"2
                                    
                                
                                Baños",135 m²
1620506008-11543,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,DEPARTAMENTO AMUEBLADO Y EQUIPADO EN RENTA QUERETARO JURIQUILLA,"$24,500",2,"2
                                    
                                
                                Baños",110 m²
1620505636-10605,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Departamento en Centro Sur de 157 mts2 y 2 dormitorios! ATC,"$23,000",2,"2
                                    
                                
                                Baños",157 m²
1620505928-11321,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"Departamento en Renta, en Juriquilla Santa Fe, Querétaro","$22,500",2,"2
                                    
                                
                                Baños",147 m²
1620505988-11493,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Apartment - Juriquilla,"$15,000",2,"2
                                    
                                
                                Baños",135 m²
1620505891-11205,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,NATUUR TOWERS EL REFUGIO Departamento en renta,"$12,000",2,"1
                                    
                                
                                Baño",86 m²
1620506030-11644,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO,"$15,500",2,"2
                                    
                                
                                Baños",126 m²
1620505907-11265,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en Renta EL REFUGIO Querétaro 3 habitaciones Amueblado con amenidades,"$18,000",3,"2
                                    
                                
                                Baños",170 m²
1620505969-11411,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento en renta 2 recamaras con amenidades,"$17,500",2,"2
                                    
                                
                                Baños",125 m²
1620505636-10610,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,Espectacular Departamento Ideal Para Familias Jóvenes O Ejecutivos!,"$14,000",2,"2
                                    
                                
                                Baños",85 m²
1620505928-11306,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento Artigas con vista al Lago. Magnolia Luxury Condos.,"$30,000",3,"3
                                    
                                
                                Baños",177 m²
1620506008-11547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,"RENTA DE DEPARTAMENTO AMUEBLADO EN SANTA FE, JURIQUILLA","$18,000",1,"1
                                    
                                
                                Baño",98 m²
1620505346-10473,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA EN 3 VISTAS JURIQUILLA,"$18,000",3,"2
                                    
                                
                                Baños",134 m²
1620505907-11267,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento en Renta en Residencial el Refugio,"$20,000",2,"2
                                    
                                
                                Baños",94 m²
1620506030-11634,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,Departamento - Juriquilla,"$11,500",2,"2
                                    
                                
                                Baños",83 m²
1620506030-11645,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,DEPARTAMENTO EN RENTA EN JURIQUILLA DESARROLLO HANDIKO,"$18,000",2,"2
                                    
                                
                                Baños",124 m²
1620505681-10705,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"DEPARTAMENTO  EN RESIDENCIAL LOS FRESNOS, QUERÉTARO","$8,500",2,"2
                                    
                                
                                Baños",90 m²
1620505817-11038,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,Renta Departamento Amueblado En Renta Queretaro La Cima Towers,"$19,800",3,"2
                                    
                                
                                Baños",139 m²
1620505761-10881,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,DEPARTAMENTO AMUEBLADO EN RENTA EN SIERRA AZUL QUERÉTARO,"$35,000",3,"3
                                    
                                
                                Baños",169 m²
1620505613-10547,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,RENTA DE DEPARTAMENTO EN CENTRO SUR,"$25,000",2,"2
                                    
                                
                                Baños",108 m²
1620505942-11331,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,RENTA DE DEPARTAMENTO EN JURIQUILLA TOWERS  DE 1 RECÁMARA KING WALKING CLÓSET,"$20,000",1,"1
                                    
                                
                                Baño",90 m²
1620505853-11109,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,Departamento amueblado y equipado en Renta. Milenio III en 2° piso con 3 recámaras y ...,"$13,000",3,"2
                                    
                                
                                Baños",172 m²
1620505853-11104,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,MILENIO III DEPARTAMENTO 2 RECAMARAS,"$10,500",2,"2
                                    
                                
                                Baños",130 m²
1620505997-11508,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento tipo dúplex en Altos de Juriquilla sin amueblar! RAHQRO,"$14,500",2,"3
                                    
                                
                                Baños",156 m²
1620505836-11076,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,RENTA DEPARTAMENTO MILENIO III A 8 MIN DEL CENTRO,"$15,320",2,"2
                                    
                                
                                Baños",93 m²
1620505928-11316,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en renta,"$16,500",3,"2
                                    
                                
                                Baños",126 m²
1620505796-10964,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en Renta RID10436,"$14,500",2,"2
                                    
                                
                                Baños",120 m²
1620505872-11181,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,SE RENTA DEPARTAMENTO EN ALTERRA TOWERS,"$12,500",2,"2
                                    
                                
                                Baños",92 m²
1620505704-10743,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento en El Pueblito amoblado de 2 dormitorios! RAHQRO 20-13,"$12,750",2,"3
                                    
                                
                                Baños",114 m²
1620505796-10986,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Comodo departamento en renta en el Mirador AQC,"$15,000",2,"2
                                    
                                
                                Baños",85 m²
1620505704-10752,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,MIRADOR DE VISTA REAL Duplex planta alta en renta dos pisos,"$20,000",3,"3
                                    
                                
                                Baños",210 m²
1620505872-11177,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,RENTA DEPARTAMENTO DE 1 RECAMARÁ EN QUERÉTARO.,"$10,000",1,"1
                                    
                                
                                Baño",58 m²
